,text,classification
45,"📺VÍDEO NOVO, TURMA!

FOTO DE BOA LACRADOR NÃO PERDOA

https://t.co/iGV4s2yKOS

✔Entenda por que a chorumesfera atacou com tanta truculência uma adolescente que apenas postou uma foto de uma viagem escolar!

(E compartilha pra tentar reverter o dano que causaram)",True
46,"fazendo amor
botando pra moer
so eu y voce",True
47,"O candidato dos ricos que fez a campanha mais pobre da história e o mais atacado por todos
-O político mais burro, pois anuncia seus principais ministros antes mesmo do fim do primeiro turno, não deixando margens para negociatas no segundo turno",True
48,"rt @user eu ri, mas eu quero kkk https://t.co/yvv0ojmqgr",False
49,1 mês certinho para 18 anos,False
50,"mais sonsa que a minha mãe só duas dela, ela fez eu postar foto dela no facebook e fez a kátia cega no comentário kkkkkkkkkkkkkkk q odio",True
51,@user incrivel como essa foto só fica melhor a cada vez que eu vejo,False
52,"@user Precisamos ficar atentos. Os métodos utilizados pela Lava Jato ñ foram nada ortodoxos. Houve claramente um pacto de mediocridade entre as instituições brasileiras. Realmente, é preciso estar atento e JAMAIS esmorecer. Muito obrigada pelo seu trabalho Demori 👊🏼",False
53,@user @user uma jóia de nióbio que n vale quase nada,False
54,"Desgoverno da destruição, esconde dados !. estamos sendo enganados e roubados de todos lados e agora a certeza que esses covardes vão manipular dados para apresentação da falsa realmente.. até o presente mostrar o contrário a destruição visível do país.!. #ForaBol卐onaro",True
55,nossa velho 2019 e vcs nessa ainda pqp,True
56,@user aí levizinho cidade perfeita e pretendo voltar logo maisssss,False
57,é foda,True
58,8 coisas que os homens fazem apenas com a mulher que amam https://t.co/mueiwvgo5e,False
59,esses vascainos são uma piada kkkkm,True
60,"Segue minha página de shitpost @user
Mas é de humor negro/shitpost então se tu não gosta sai

Eu divido essa página com a minha melhor amiga segue ela tbm @user :&gt;",True
61,@user quando começar os temporais eu vou viver na tua casa vlh,False
62,@user parabéns tá muito ruim https://t.co/iizs4vrspm,True
63,"Papo reto aqui
Se você usa ou pensa em usar isso aqui como argumento a favor do aborto, saiba que você é L-I-X-O, ideias comparáveis as de Hitler 

Pra você é melhor e mais fácil evitar que pessoas pobres (geralmente minorias raciais) nasçam do que diminuir índices de pobreza https://t.co/69516EvKPV",True
64,posso chamar então? — pode sim https://t.co/dje2jlja65,False
65,"De vez em quando a escola é um lugar bom, só o professor de matemática torceu o nariz, de resto fui bem recebida por todo mundo, todos fazendo questão de ajudar. Filho custa caro, gentes ❤️",False
66,"@user @user @user @user @user @user @user mas pra ela pode ser tudo, precisa mto",False
67,"mano, meu tio me ligou agr e quase tive um ataque kkkkkkkkkkk pensei que tinha feito merda",True
68,@user @user Parece que o cara mora no suvaco do @user e saiu rapidinho só pra manda a galera toma no cu e já vai voltar pra dentro de casa.,True
69,"rt @user muita cautela pra saber quem tá contigo, nem toda mão estendida é de coração",False
70,"se não sente falta das meninas não? — mn não sei, acho que foi melhor assim se for pra volta o tempo vai resolver. https://t.co/kpokwycpky",False
71,rt @user boa noite pra quem tem os dois melhores laterais do futebol brasileiro. https://t.co/a8bkcydgng,False
72,"@user É tá??? Porque não foi faz tempo cuidar dela? E ficou aí perdendo seu tempo em atacar pessoas do bem.?  Vc é seu macho não passam de terroristas. Sumam do Brasil, aqui não é  sua terra Sr. Gleen.",True
73,preciso de outra companhia pra ir pra academia pq o matheus é a mesma coisa que nada,True
74,rt @user @user olha quem fala,True
75,me paga um boquete? 😮 — not https://t.co/vqxtq5ezrv,True
76,as vezes as pessoa fala sobre amar o yoongi e eu fico kkkk thats cute,False
77,"@user pelo que havia entendido, a conta fazia a somatória dos dois (tv paga e tv aberta).",False
78,"@user foda o ser humano e sua síndrome de seguir as coisas só por seguir ao invés de fazer uma reflexão real sobre elas
mundão tá osso",True
79,"amigos de bh, alguém pelamorde deus me chama prum rolê hoje?!?!
tô querendo beber, dançar e curtir um bocado a noite hoje, minhajudem!",False
80,ate segui o meu mo babados do matriz p n perder nada,False
81,tô vendo que vou chorar igual uma criancinha #descendants3,False
82,puts só queria estar no barão agora,False
83,os cria vai piar aq em casa p ver vingadores 🤩,False
84,"@user salgado. se tirar o sal, fica você.",True
85,"rt @user bem.... ainda faltam 2 anos pra acabar, há esperança https://t.co/ka3lee9gz6",False
86,eu tenho a sensação as vezes de que eu vim nessa vida só pra me fuder,True
87,aliás 15h e ainda sem almoçar,False
88,@user e vamos resolver de certeza,False
89,"rt @user estudar pra ganhar na vida como a anitta
 https://t.co/z0g72isyiw",False
90,@user dourados kkkkk,False
91,@user pq a boca foi feita pra falar .#stfvergonhanacional,True
92,"Nomes dos suspeitos de invadir celular do ministro Sérgio Moro serão divulgados amanhã, ao meio-dia. Os quatro presos (3 homens e 1 mulher) em SP estão sendo levados para Brasília onde prestarão depoimento ainda hoje. Mais aqui: 
https://t.co/eRenJ0FSvi",False
93,"eu mando algo relacionado a turismo aqui em fortaleza pra lysandra e ela pergunta ""que que tem?""",False
94,rt @user @user saudade ladrão fica com deus pitbull de raça 💔😭,False
95,"viva sem medo, sem medo dos desafios, sem medo de enfrentar o que parece impossível 💬💬💬",False
96,"eu sou muito idiota mano kkkkkkk obrigada deus pelos sinais, agora eu aprendo",False
97,"bk, e isso ja aconteceu demais",False
98,"@user ouráiti!
mas mesmo assim queremos outro pgr! 💚💛🙌",False
99,"tem tanta opção de role hoje, n sei pra onde vou, no final vou acabar não indo pra nenhum",False
100,me preparando psicologicamente para a msg de arthur dizendo q morgou do role,True
101,gente pq vocês estão colocando esses quadradinhos nos nomes de vocês? não dá pra ler nada poxa,False
102,"—[👼] Em 2014, Melanie lançou seu primeiro clipe ""Dollhouse"". O video foi gravado com a arrecadação de fundos com a ajuda de fãs que já a acompanhavam. No mesmo ano, ela anunciou que havia assinado com a ""Atlantic Records"", e logo lançou seu primeiro EP. https://t.co/O2RRox1EUh",False
103,"🔺NOTÍCIA NA TV PORTUGUESA!🔻

Acabou de passar na TVI24 (canal português) que há um manifesto no congresso para impedir a visita do presidente Jair Bolsonaro no próximo ano, sob pretexto de que ele NÃO É BEM VINDO!

Tentei gravar, mas ficou pela metade 😕",False
104,@user @user @user alguém tá mentindo.,False
105,"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍

Linda e Fascinante!

Estar ao seu lado, é um Momento Único e Inesquecível",False
106,@user @user @user tá pegando fogoooo,False
107,@user tens como provar isso com documentos?,False
108,"bom, vou sair de casa agora! ontem foi o dia do perdeu, perdi muita coisa uahuashaushausa o celular é uma delas, entón eu vou trampar, pq mais um mês se iniciou e este será o melhor mês do ano!",False
109,"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não, vtnc",True
110,"@user deixa eu fumar meu narguines, respeitar ok?",False
111,mano queria ter férias,False
112,@user operação lava jato faz operação para proteger operação lava jato,False
113,ainda indignada com o show do 3030 de graça em cg que não vou poder ir,False
114,"toda vez que persegue alguém, bolsonaro cria potenciais nomes de congressistas para a próxima legislatura.",False
115,"@user aqui em casa, amiga? kakak",False
116,aí eu to com muita saudades vai tomar no cu ;(((!,True
117,só quero chegar em angra logo,False
118,"Corinthians x Palmeiras em Brasileiros, desde 1971: 
51 jogos
17 vitórias do Corinthians
17 empates
17 vitórias do Palmeiras

- Últimos 9 jogos no geral (7 vitórias do Corinthians, 2 vitórias do Palmeiras)
- Fábio Carille contra o Palmeiras (8 jogos, 7 vitórias, 1 derrota)",False
119,"As coisas nunca dão certo pra mim, mesmo eu ficando calada e não contando pra ninguém, acho massa minha capacidade de ser um lixo e estragar as coisa🤦🏾‍♀️",False
120,"[2/8 15:28] Racquel: Zika KKKKKKK
[2/8 15:28] Racquel: E os trabalhos ? Fez algum ?
[2/8 15:29] Marcela ♡: Não tenho nem foto sei nem que que é pra fazer
[2/8 15:29] Racquel: Vamos começar o bimestre muito bem

KKKKKKKKKKKKKK vai dar ruim",False
121,"aceitem que noart é só amizade, nada além, único shipper que pode ser real e beauany, não tô proibido de shippa noart mas ficaram jogando hate pra ela por infantilidade, quem aguenta meu pai? https://t.co/oNxyDfCPsT",True
122,@user @user KKK tenho pena da sua alma quando chegar ao umbral e mais pena do seu espírito quando receber o próximo corpo na próxima encarnação. O pior está por vir infeliz. Teu calvário só está começando nesta prisão. Mas já nos faz muito feliz que vc esteja aí tolhido da liverdade.,True
123,rt @user transar podendo fazer barulho a vontade é outro nível,True
124,eu gosto de estudar desenho animado pq faz 14 anos que eu nao consigo olhar pra uma almondega sem pensar nisso https://t.co/rh3erosjyj,False
125,@user kkkkk pior que enjoa mesmo,False
126,"Essa série da BBC mostra o drama da crise climática que estamos vivendo. As ameaças estão por toda parte. As consequências são cada vez mais graves. O alerta da ciência precisa ser traduzido em ação. É urgente!  

https://t.co/MVRifmLd95",False
127,eu uso batom claro desde que me conheço por gente,False
128,@user nossa mano te odeio na moral kkkkkkkkkkkkkkkkkkk,True
129,"segunda eu começo a fazer terapia, nunca imaginei chegar a uma fase tão conturbada e difícil da minha vida a ponto de ter que passar por isso. que tristeza sem fim",False
130,@user cametá,False
131,"rt @user caralho esse cara eh foda demais

divulguem o trampo dele https://t.co/jj4gbjkgyw",True
132,"Se Neymar não vier e Coutinho ficar:

Griezmann Messi Dembélé
 Coutinho De Jong Arthur
Alba Lenglet Piqué Semedo
              ter Stegen

Lamentavelmente, no entanto, Busquets e Suárez não saem do time titular por nada.",False
133,kkkkkkkkkkkkkkkk sarneou,False
134,"@user claro q pode!
mas pq todas as opções são não?",False
135,@user exatamente isso,False
136,a mano sla dps desse video me deu vontade d gostar d algm será q eh pedir mto,False
137,@user @user parabéns mano 👍🏼,False
138,"@user olha só eu tava ardendo em febre ontem, MAS EU TÔ VIVINHA e vim te desejar parabénxxx! Muita muita saúde, luz, amor! Vou te adotar e te chamar de paozim de mel. Ah, tu é a cara do meu namorado viu. E ru me inspira a escrever e os caracteres tao acab",False
139,meu melhor amigo gente só meu ninguém rouba ele de mim,False
140,uma lista com os melhores laterais do brasil sem juninho capixaba é uma lista sem moral,False
141,"@user Como sua Exa. Sérgio Moro se pronunciou,o teor das conversas de agentes públicos são prioritários sobre o modo de obtenção. Por isso sua Exa. vazou gravações da Presidenta e da intimidade da família do ex presidente. Desse modo, Dallagnol cometeu prevaricação. E agora o povo sabe",False
142,"que orgulho, ela merece isso é muito mais paulinha na fab",False
143,eu tô triste,False
144,@user hahahahahaha invejinha,False
145,"@user deve ser do mesmo dono da água mineral ""uai"", que é distribuída no espírito santo! 🤷",False
146,"@user @user O cansaço do time e Gabriel machucado acabou sendo decisivos, quando ele ta 100% se movimenta muito, Bruno Henrique la de centro avante não é o melhor para ele. Minha opinião",False
147,"@user eu vejo o pessoal falando que dói a beça e eu achava que tinha uma idade certa pra aparecer, depois disso não dava mais kkkkkk",False
148,@user @user bundão você ... 🤣🤣,True
149,"@user se puder ouvir meu novo single, já que sempre apoias a cena autoral https://t.co/taohkwyw7h",False
150,a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao,False
151,esse homem não pode ser real https://t.co/tyks6r4fq3,False
152,"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",False
153,@user @user Mas ai no caso vc ta falando soh de repercussao ne? Pq tem uma pa de jogador q o Palmeiras ja contratou q eh mrlhor q o Borja,False
154,rt @user vejo a ana e a chai mais do que a minha família,False
155,"#sm_보이그룹론칭_취소해
se esse novo boy gruop for pra tirar a atenção do seus outros descasos, vamos parar por aí https://t.co/ipu3nrjb8b",False
156,rt @user gosto de irritar o menino q'eugosto pq ele bravo é fica ainda +gostoso https://t.co/2wwk8nywst,False
157,"já vejo antis falando q n vamos chegar na final, q o tombo vem... meu bem, aqui é flamengo, nada é impossível!!!!!",False
158,falsa https://t.co/0ybdbutlod,True
159,"tem umas diabas com a cintura mt fina mano ,que isso",True
160,pensando em tomar um banho aqui na academia pra ir pra casa e tomar outro banho quando chegar em casa,False
161,@user ah! e te mata também,True
162,"@user como diria walter abrahão......"" ta gorrrdo o milton neves hein""",True
163,@user só pq eu ia pagar o gelo hoje,False
164,@user imagina se eu vou ter problema com algo na faculdade que absurdo eu sou perfeita,False
165,o bahia tentando me assustar com a pomba foi o ponto alto do meu dia com certeza,False
166,"Há um mistério há anos, desde a criação do Ministério da Pesca na Esplanada. Por que Brasília tem quase 40 mil pescadores que recebem o seguro-defeso pago pelo Governo?",False
167,@user @user fala barro preto!!!!!!!!!!!,True
168,chris evans quer o mundo? ele é seu,False
169,"ministro da educação sobre paulo freire: ""se fosse tão bom, ia ter pelo menos mais um país usando o método dele"" https://t.co/xqrnrzjtnd",False
170,"@user @user Parabéns @user ... Isso é o tipo de ação que nos orgulha, tenho 2 filhas e sei o quanto essas pequenas ações mexem conosco.",False
171,vou pedir pro meu pai comprar ingresso pro jogo contra o bahia,False
172,@user @user @user Hahahahaha vc não entende porra nenhuma mesmo!!!! Por isso seu crédito é nulo! Outra porta de esquerda!!!!,True
173,@user você não conhecia o ministro da saúde mesmo. ele é um amontoado de polêmicas vazias que acertou nesse projeto dos médicos.,True
174,"chega em casa vou pra piscina, muito calor tmlc",False
175,que lindo vestidooo,False
176,rt @user aprendi a dizer para as pessoas certas. https://t.co/ofsfpjxdk6,False
177,feliz aniversário sérgio moro https://t.co/pdfg19hdha,False
178,@user querem ver um canalha ? olhem só a cara de um canalha que diz um troço desse: https://t.co/jz05s0hscy,True
179,@user desconfortavel e feio msm,True
180,irmao esse negócio do super grupo e blá blá blá só tá servindo pra exol falar mal do nct puta merda,True
181,"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!

https://t.co/Iq2ge0OdJV

Spotify:
https://t.co/5UpE1kmXrL

#Packers
#GoPackGo https://t.co/3EeRcuKvhU",False
182,"#mpn #tazercraft 

tribta e dois",False
183,"decidir qual série vou passar a noite assistindo hj, já que to terminando stranger things",False
184,"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",False
185,"rt @user de tanto stories que eu vi, eu já conheço mais porto seguro do q o próprio pessoal que viajou pra la",False
186,"@user Vc é um gênio tenta a carreira da magistratura, condenado em 3 instâncias sem provas, e vc acha que não tem provas, vc é um gênio. srsrsrssr
#STFVergonhaNacional",True
187,eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,True
188,"achei uma foto minha e da renata pequena, ela era a cara do ricardo kkkkkkkkk",False
189,queria voltar nessa época,False
190,que rica verga,True
191,rt @user hoje é o dia oficial de chorar,False
192,"rt @user eu rindo sou igual o jimin me jogo em qualquer canto 
https://t.co/d361qkl7ri",False
193,rt @user meu namorado é lindo demais 😩😩😩😩😩😩😩😩😩😩,False
194,@user @user kkkkkkkk eu aposto nisso tbm mano,False
195,"@user fez cacá e saiu correndo, a narrativa de q não preservamos o nosso meio ambiente caiu.",False
196,"@user astronaut, engineer, test pilot, coach &amp; corporate trainer
 o cara é couch, não da para esperar nada bom.",True
197,"@user @user @user @user @user dinheiro continua mandando 
o problema e de governadores e prefeitos 
e MP de estados que faz vista grossas ao desvio",False
198,"gato  perfeito, meu webnamorado perfeito, lindo demais, amo seus poemas",False
199,@user segura na mão de deus e vai,False
200,"rt @user caralho mano, é esse o romance que eu quero https://t.co/gee8ahzm3v",True
201,@user @user @user pf prende 4 suspeitos de invadir celular de moro. 📱📱,False
202,"pegaria alguem do 2 do atomo? — n conheço ngm eu acho kakakaakk 
manda nome aii https://t.co/htuimo5jpp",False
203,@user só dia 6 que o meu caaai se não era na hora tbm,False
204,"@user GILMAR MENDES não aceita ser investigado pela Receita.

LEWANDOWSKI mandou prender um crítico no aeroporto.

TOFFOLI inventa inquérito para censurar redes.

ALEXANDRE DE MORAES não quer ninguém investigando o STF.

É A DITADURA DO JUDICIÁRIO!

Vamos aceitar?

#STFVergonhaNacional",False
205,rt @user odeio esperar pqp,True
206,"sexo nao sei mas se quiser vir aqui 
assistir netflix agarradinho pra gente ficar fazendo carinho um no outro até nao se aguentar mais de tesao e acabar transando tudo bem",True
207,"@user bah entao tu imagina com, vou ficar quase tão linda quanto tu",False
208,@user se ele for um cara novo e conseguir mostrar o futebol dele acho que rola,False
209,@user sabes que tens boas amigas quando elas já usam o emoji do unicórnio associado a coisas quase tão lindas como tu 😍,False
210,"@user ai mano para com isso
sem condições
que dia que a gente não sai e num da tretinha?",False
211,rt @user quem tiver procurando emprego aproveita e vem na direção desses cara aqui que eles estão dando trabalho kk 👉@user,False
212,"🇧🇷SDV DE DIREITA🇧🇷
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",False
213,ainda mano !!!,False
214,@user melhor ter ficado calado @user,True
215,"rt @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de lana del rey https://t.c…",False
216,"@user vc é um pau mandado, lambe botas, que não tem o menor apreço pela ciência.
vc é uma fraude científica e de caráter.
covarde!",True
217,rt @user perguntar o que a pessoa tá fazendo é o auge de sem assunto,False
218,"@user https://t.co/4tchgwtcv1
entra no link e da rt e fav, meta de 7k de rt e 2k de fav.
ajuda ele amigos!!!🙏",False
219,homem quando termina um relacionamento mostra ser outra pessoa.. como pode gente?,False
220,"rt @user desde quando o yudi participou daquela edição icônica da fazenda, eu desenvolvi afeição pelo menino https://t.co/fjayhcfxsv",False
221,"@user @user maraisa, responde seu marido.kkk",False
222,"Os cursos Geologia ⚒ Biologia 🐍 e Eng.Florestal 🌳 se juntaram para fazer a *SEGUNDA EDIÇÃO* desse rock que foi selvagem com muita CERVEJA 🍻 CURTIÇÃO 💃🏻E SELVAGERIA 🌴🍁 

Fique ligado, mais informações em breve... #Selvageria

Sigam nosso insta https://t.co/jKiKsT13Sx https://t.co/h9F77yfwnx",False
223,"Jair é o tiozao que acredita em qualquer mentira que contam pra ele. O problema é que elegeram o tiozão e agora ele é o presidente da república amplificando mentira e fake. 
https://t.co/tfgyDzuWMb",False
224,"fazer o que precisa ser feito, em silêncio.",False
225,"@user ""Alertas do Inpe indicam alta de 40% em desmate na Amazônia"" O que são esses alertas, quais são? O que eles realmente indicam? E os falsos positivos, qual a porcentagem? Que métrica é usada para definir um alerta? Algum cientista por aqui para responder?🤔",False
226,@user @user nessa tu se f....eu. a maconha ta te deixando lesado. passa vergonha ai babaca.,True
227,estou a gostar tanto de estar parte loira que não sei se ficar 100% loira não está mais próximo do que eu estava a contar,False
228,@user @user prove sua inteligência: me diga onde foi que o socialismo e o comunismo deram certo? ...,False
229,rt @user eu tentando explicar pra mim mesma q nao posso me matar https://t.co/a14yygxhfz,True
230,Em entrevista para uma rádio @user disse que adoraria um feat com @user para o seu próximo álbum #MTVHottest Little Mix https://t.co/kOXEyQiQi5,False
231,@user @user chupa troxa!,True
232,@user @user @user @user falei alguma mentira?,False
233,@user @user 🤣🤣🤣🤣🤣🤣🤣🤣🤣 tomou no meio do seu orifício anal 🤣🤣🤣🤣🤣🤣🇧🇷🔝,True
234,"O Presidente @user indicou ao cargo de Ministro da Educação @user Este falou que o ministério foi ocupada por um Trapizomba: Pessoa mal arrumada, mal vestida, ""que não sabe das coisas, um imbecil"".
Quem será está pessoa ?
#BolsonaroRaiz
#BolsonaroTemRazao",True
235,os meus lowkey são mas acho q mais liberdade ia me fazer confusão KKKKK cm é q vcs chegam a casa dps das 8 da noite qd é q vcs jantam??? https://t.co/swqxR365r4,False
236,"avocados segurando essa barra que é estar sem clipe há mais de 4 meses e ainda terem sido trollados pela billie com o clipe de atgggth que nem gravado foi, hoje meu pai https://t.co/eLOumCNZvJ",False
237,alguém precisa me tirar do tumblr ou então eu vou salvar todos os icons do kai e do chen,False
238,Vic fala com os fcs da Lorena pq a gnt quer juntar os fcs da Lorena com os fcs da Giu #MPN #lorenaqueirozig #lorenaqueiroz #giuliabenite #turmadamonicalacos,False
239,"falei que eu estava desanimada pra minha mãe e ela me falou ""não fica assim, vamos fazer umas orelhinhas de gato que passa""",False
240,"minha mãe vive me arrasando pq tô gorda, mas me manda mensagem pra ir na casa dela jantar e levar coca 😪",False
241,"rt @user sem condições com essa amiga minha, ideia certa https://t.co/53ocxyfobm",False
242,"rt @user policial sendo aplaudido por matar bandido, esse é o brasil que eu quero! 
#stfvergonhanacional https://t.co/fduiwl3szj",True
243,"Na nota, Cláudio Drewes se disse preocupado com o futuro da Operação Zelotes. ""Não sou moleque"", afirmou ele depois de ter seu texto apagado.

https://t.co/sx37IlajjY",False
244,"e isto é o que fizeram com #saintseiya. :(
#cavaleirosdozodiaco https://t.co/ooer5y9bxz",False
245,"vc n gosta de suju? — é sobre o leeteuk? 
eu me referia ao modo que o fandom trata o show do bts na arabia, como se super junior tivesse feito isso possível(?) e não o esforço dos 7, fora isso eu não tenho nada contra eles https://t.co/wg5eJA4NYW",True
246,rt @user amo as pessoas de belcity no twitter pq todo mundo sabe de quem todo mundo tá falando,False
247,"nunca mais tive disposição de pegar uma marquinha, sdds",False
248,rt @user obrigado @user por me fazer entender esse tweet https://t.co/kxm3pdwt2s,False
249,"sem talento, tem racista e homofobia no histórico, only corpo, quem discordar, discorde na sua casa",True
250,"@user A esquerda nunca quis dividir o Brasil ?
ACUSE O BOLSONARO DO QUE VC FAZ E CHAME O BOLSONARO DO QUE VC É ! https://t.co/nwKWVjGkqy",False
251,mano eu não estou com raiva... estou com ódio q é bem pior.,False
252,rt @user @user @user mais uma fake da foice de sp  #stfvergonhanacional https://t.co/jihxaxfsr2,True
253,"rt @user eu: áudio 

izabela: meu deus que voz fofa nem parece que tá falando de droga.",True
254,rt @user celular do meu irmão desbloqueia com o meu rosto kkkk e olha q nen somos parecidos,False
255,"@user eu faço isso também, mas eu tb durmo dependendo",False
256,rt @user e eu que não precisei ter um boi p ter chifre https://t.co/i6uw2ln6ha,False
257,@user esse tipo de cara literalmente sente ódio pelas mulheres. masculinidade frágil do caralho,True
258,vou parar de fumar fodasi,True
259,"uma das coisas que eu mais vou sentir falta aqui na escola, vai ser o creme de chocolate :(",False
260,"quando as barmy começam a cantar as músicas num coreano embolado e o bts acha lindo, sensacional, perfeito, brasileiras fluentes em coreano

 https://t.co/wEwnEiLse5",False
261,rt @user se você for pela ideia dos outros nunca vai ser feliz. https://t.co/cl3nyhgpk2,False
262,"tenho a semana inteira pra ficar doente, vou ficar ruim logo na sexta feira",False
263,"@user Governar que é bom nada,o Brasil afundado em uma crise enorme e o presidente com essa agenda ridícula de passeio , não quer trabalhar saia ,deixe outro trabalhar pelo nosso país !!
#ForaBolsonaro",True
264,rt @user mil pastas de currículos nenhum emprego,False
265,"@user sim, gostei da contratação do donny mas infelizmente o careca hp vai queimar ele",False
266,"é muito vacilo, falsidade, mimimi, cobrança e má fé. por isso que cada vez mais eu considero menos pessoas.",True
267,rt @user @user rio grande são!!!,False
